date,store_id,region,product,category,units_sold,unit_price,revenue,promotion_flag
2022-10-04,WE-S02,West,Epsilon Gadget,Gadgets,3,75.95,227.85,0
2023-09-15,WE-S05,West,Mu Component,Components,4,25.97,103.88,0
2021-07-22,CE-S02,Central,Pi Part,Parts,1,12.68,12.68,0
2021-10-26,WE-S01,West,Xi Module,Modules,1,219.93,219.93,0
2022-10-26,NO-S01,North,Sigma Kit,Kits,3,209.4,628.2,0
2021-06-01,WE-S04,West,Zeta Device,Devices,9,136.4,1227.6,0
2022-04-16,SO-S06,South,Theta Tool,Tools,1,44.64,44.64,1
2021-01-16,WE-S04,West,Lambda Accessory,Accessories,7,12.7,88.9,0
2022-06-07,WE-S04,West,Delta Gadget,Gadgets,2,81.29,162.58,0
2022-03-30,NO-S01,North,Sigma Kit,Kits,4,277.81,1111.24,0
2022-09-21,NO-S04,North,Nu Component,Components,3,20.3,60.9,0
2023-08-16,WE-S01,West,Zeta Device,Devices,1,136.99,136.99,0
2022-04-02,NO-S05,North,Lambda Accessory,Accessories,4,15.04,60.16,0
2021-04-27,NO-S06,North,Iota Tool,Tools,4,42.35,169.4,0
2023-08-01,WE-S03,West,Nu Component,Components,4,23.11,92.44,0
2022-12-11,SO-S04,South,Nu Component,Components,3,35.73,107.19,0
2023-01-08,NO-S04,North,Gamma Widget,Widgets,2,50.45,100.9,0
2022-10-08,NO-S05,North,Rho Part,Parts,2,12.44,24.88,0
2023-01-09,WE-S06,West,Eta Device,Devices,3,123.57,370.71,0
2022-04-12,EA-S01,East,Epsilon Gadget,Gadgets,3,85.08,255.24,0
2021-05-15,SO-S03,South,Pi Part,Parts,3,12.79,38.37,0
2023-08-10,CE-S03,Central,Omicron Module,Modules,4,211.72,846.88,0
2023-05-31,WE-S03,West,Mu Component,Components,4,22.14,88.56,0
2022-03-07,EA-S04,East,Alpha Widget,Widgets,2,41.99,83.98,0
2021-05-22,WE-S06,West,Upsilon Bundle,Bundles,2,425.82,851.64,0
2023-12-06,WE-S03,West,Gamma Widget,Widgets,1,69.42,69.42,0
2022-07-01,CE-S01,Central,Pi Part,Parts,7,13.2,92.4,0
2023-01-26,EA-S02,East,Nu Component,Components,4,25.24,100.96,0
2023-04-12,EA-S04,East,Epsilon Gadget,Gadgets,3,87.61,262.83,0
2023-07-17,SO-S01,South,Mu Component,Components,1,20.04,20.04,0
2021-08-16,NO-S06,North,Xi Module,Modules,1,212.86,212.86,0
2022-08-06,NO-S03,North,Nu Component,Components,4,25.28,101.12,0
2022-09-10,NO-S02,North,Theta Tool,Tools,2,39.6,79.2,0
2022-01-09,WE-S01,West,Omicron Module,Modules,3,185.69,557.07,0
2022-09-14,WE-S06,West,Kappa Accessory,Accessories,4,16.67,66.68,1
2022-12-03,CE-S05,Central,Pi Part,Parts,2,16.09,32.18,0
2022-03-24,EA-S05,East,Kappa Accessory,Accessories,4,17.21,68.84,0
2021-06-18,SO-S06,South,Epsilon Gadget,Gadgets,3,87.3,261.9,0
2021-06-28,EA-S01,East,Gamma Widget,Widgets,4,54.21,216.84,0
2023-11-15,NO-S03,North,Delta Gadget,Gadgets,3,114.24,342.72,0
2021-04-23,WE-S03,West,Eta Device,Devices,1,113.31,113.31,0
2022-06-13,EA-S04,East,Iota Tool,Tools,2,41.41,82.82,0
2022-08-18,WE-S03,West,Nu Component,Components,1,22.48,22.48,0
2022-03-01,SO-S02,South,Iota Tool,Tools,5,35.54,177.7,0
2021-02-23,WE-S03,West,Upsilon Bundle,Bundles,2,309.04,618.08,0
2023-05-26,CE-S04,Central,Iota Tool,Tools,2,40.24,80.48,0
2021-05-14,WE-S02,West,Omicron Module,Modules,5,191.58,957.9,0
2022-02-14,EA-S05,East,Omicron Module,Modules,5,167.1,835.5,0
2021-12-19,WE-S02,West,Epsilon Gadget,Gadgets,1,109.86,109.86,0
2022-05-20,NO-S05,North,Kappa Accessory,Accessories,1,16.76,16.76,0
2021-09-30,CE-S05,Central,Lambda Accessory,Accessories,4,12.55,50.2,0
2023-12-27,NO-S01,North,Zeta Device,Devices,3,166.66,499.98,0
2022-12-16,NO-S01,North,Zeta Device,Devices,3,174.05,522.15,0
2022-08-30,EA-S06,East,Pi Part,Parts,3,10.81,32.43,0
2023-05-24,WE-S05,West,Lambda Accessory,Accessories,7,13.08,91.56,0
2023-10-02,EA-S04,East,Rho Part,Parts,3,13.91,41.73,0
2022-03-22,NO-S04,North,Iota Tool,Tools,5,32.28,161.4,0
2021-08-15,SO-S04,South,Upsilon Bundle,Bundles,4,436.1,1744.4,0
2021-08-19,EA-S05,East,Pi Part,Parts,2,13.54,27.08,0
2023-11-08,WE-S05,West,Gamma Widget,Widgets,3,78.6,235.8,0
2023-06-23,CE-S04,Central,Upsilon Bundle,Bundles,2,447.03,894.06,0
2021-06-12,WE-S01,West,Delta Gadget,Gadgets,1,78.06,78.06,0
2022-11-24,NO-S06,North,Beta Widget,Widgets,1,68.61,68.61,0
2022-03-02,NO-S04,North,Alpha Widget,Widgets,4,52.37,209.48,0
2022-07-20,CE-S04,Central,Xi Module,Modules,4,216.11,864.44,0
2022-01-05,EA-S05,East,Nu Component,Components,5,27.34,136.7,0
2021-10-14,EA-S03,East,Xi Module,Modules,6,175.57,1053.42,0
2021-05-21,WE-S04,West,Xi Module,Modules,2,169.06,338.12,0
2021-03-08,SO-S05,South,Beta Widget,Widgets,3,58.74,176.22,0
2022-04-04,WE-S03,West,Iota Tool,Tools,1,37.31,37.31,0
2023-10-10,EA-S06,East,Omicron Module,Modules,3,218.54,655.62,0
2021-05-25,SO-S03,South,Iota Tool,Tools,6,41.62,249.72,0
2023-02-23,CE-S05,Central,Eta Device,Devices,3,84.86,254.58,0
2021-12-29,NO-S06,North,Beta Widget,Widgets,5,60.3,301.5,0
2022-09-23,CE-S01,Central,Nu Component,Components,5,24.55,122.75,0
2021-01-23,EA-S06,East,Rho Part,Parts,1,14.06,14.06,0
2021-04-09,CE-S06,Central,Tau Kit,Kits,5,252.25,1261.25,0
2022-11-30,EA-S04,East,Alpha Widget,Widgets,2,68.8,137.6,0
2023-06-24,SO-S06,South,Rho Part,Parts,3,15.7,47.1,0
2021-05-28,SO-S02,South,Xi Module,Modules,4,210.53,842.12,0
2023-03-11,WE-S05,West,Kappa Accessory,Accessories,1,14.73,14.73,0
2023-03-16,CE-S02,Central,Sigma Kit,Kits,2,193.57,387.14,0
2021-03-24,SO-S02,South,Eta Device,Devices,6,126.59,759.54,0
2021-09-10,NO-S04,North,Delta Gadget,Gadgets,3,72.94,218.82,0
2023-07-15,CE-S03,Central,Pi Part,Parts,1,13.65,13.65,0
2023-12-01,SO-S01,South,Delta Gadget,Gadgets,2,126.57,253.14,0
2022-08-08,NO-S01,North,Upsilon Bundle,Bundles,2,386.68,773.36,0
2021-11-22,EA-S03,East,Zeta Device,Devices,1,157.26,157.26,0
2023-12-13,WE-S02,West,Pi Part,Parts,3,15.93,47.79,0
2023-05-04,SO-S02,South,Sigma Kit,Kits,3,260.3,780.9,0
2023-10-31,NO-S02,North,Omicron Module,Modules,1,200.76,200.76,0
2022-12-23,CE-S02,Central,Lambda Accessory,Accessories,3,18.25,54.75,0
2021-01-09,CE-S01,Central,Iota Tool,Tools,4,30.9,123.6,0
2023-08-21,WE-S04,West,Iota Tool,Tools,6,43.88,263.28,1
2023-01-11,WE-S05,West,Beta Widget,Widgets,1,45.64,45.64,0
2021-02-09,WE-S01,West,Epsilon Gadget,Gadgets,3,80.85,242.55,0
2021-07-27,NO-S04,North,Nu Component,Components,7,32.02,,0
2023-01-11,EA-S04,East,Beta Widget,Widgets,3,57.11,171.33,0
2023-03-08,NO-S05,North,Omicron Module,Modules,2,166.61,333.22,0
2021-08-09,CE-S03,Central,Rho Part,Parts,1,12.92,12.92,0
2022-08-13,SO-S01,South,Theta Tool,Tools,5,36.57,182.85,0
2021-07-04,WE-S06,West,Lambda Accessory,Accessories,7,13.02,91.14,0
2022-06-12,CE-S02,Central,Eta Device,Devices,7,152.81,1069.67,0
2021-05-09,SO-S06,South,Sigma Kit,Kits,4,211.91,847.64,0
2021-03-26,NO-S03,North,Beta Widget,Widgets,1,52.82,52.82,0
2023-04-30,EA-S02,East,Theta Tool,Tools,2,47.86,95.72,0
2022-07-04,WE-S02,West,Kappa Accessory,Accessories,7,16.9,118.3,0
2022-09-07,CE-S03,Central,Omicron Module,Modules,4,215.58,,0
2023-06-26,SO-S02,South,Tau Kit,Kits,1,304.37,304.37,0
2023-04-04,EA-S01,East,Epsilon Gadget,Gadgets,2,85.26,170.52,0
2023-08-17,NO-S04,North,Epsilon Gadget,Gadgets,1,70.64,70.64,0
2022-09-13,WE-S02,West,Xi Module,Modules,2,230.26,460.52,0
2021-03-19,SO-S02,South,Nu Component,Components,5,29.45,147.25,0
2023-05-06,EA-S02,East,Beta Widget,Widgets,4,52.77,211.08,0
2023-01-10,NO-S01,North,Mu Component,Components,3,22.54,67.62,0
2021-06-07,NO-S01,North,Beta Widget,Widgets,7,50.63,354.41,0
2021-12-06,SO-S05,South,Mu Component,Components,3,32.88,98.64,0
2021-11-12,EA-S05,East,Sigma Kit,Kits,3,386.24,1158.72,1
2023-07-03,NO-S03,North,Epsilon Gadget,Gadgets,5,93.88,469.4,0
2023-03-22,WE-S06,West,Eta Device,Devices,5,94.72,473.6,0
2023-03-06,NO-S06,North,Tau Kit,Kits,7,257.78,1804.46,0
2023-02-26,NO-S01,North,Lambda Accessory,Accessories,5,14.84,74.2,0
2021-12-22,NO-S03,North,Nu Component,Components,4,34.46,137.84,0
2021-06-25,CE-S06,Central,Theta Tool,Tools,1,40.61,40.61,0
2023-09-12,NO-S05,North,Eta Device,Devices,3,115.77,347.31,0
2023-05-28,WE-S05,West,Beta Widget,Widgets,3,52.14,156.42,0
2023-07-24,WE-S03,West,Pi Part,Parts,2,12.5,25.0,0
2022-11-02,NO-S04,North,Mu Component,Components,3,34.27,102.81,1
2021-10-03,CE-S04,Central,Beta Widget,Widgets,2,59.89,119.78,0
2023-03-05,WE-S05,West,Sigma Kit,Kits,2,213.53,427.06,0
2023-12-27,NO-S06,North,Beta Widget,Widgets,2,68.93,137.86,0
2023-07-13,SO-S04,South,Iota Tool,Tools,2,41.49,82.98,0
2021-03-08,NO-S04,North,Xi Module,Modules,8,243.56,1948.48,0
2023-12-14,EA-S02,East,Gamma Widget,Widgets,6,66.83,400.98,0
2021-11-05,SO-S02,South,Gamma Widget,Widgets,4,75.07,300.28,0
2021-11-21,EA-S06,East,Zeta Device,Devices,4,166.11,664.44,0
2021-09-20,EA-S02,East,Mu Component,Components,2,27.7,55.4,0
2021-02-03,EA-S03,East,Zeta Device,Devices,2,92.86,185.72,0
2023-10-02,WE-S04,West,Iota Tool,Tools,5,34.15,170.75,0
2021-01-10,EA-S03,East,Rho Part,Parts,4,11.34,45.36,0
2023-09-30,CE-S06,Central,Iota Tool,Tools,5,36.25,181.25,0
2023-12-01,EA-S01,East,Gamma Widget,Widgets,1,68.51,68.51,0
2023-11-22,CE-S05,Central,Sigma Kit,Kits,2,323.66,647.32,0
2021-03-17,SO-S01,South,Beta Widget,Widgets,2,44.26,88.52,0
2021-08-27,SO-S03,South,Rho Part,Parts,3,12.24,36.72,0
2022-05-17,CE-S02,Central,Iota Tool,Tools,5,39.82,199.1,0
2023-12-19,EA-S02,East,Zeta Device,Devices,1,166.82,166.82,0
2023-06-11,WE-S04,West,Eta Device,Devices,6,118.73,712.38,1
2022-01-30,EA-S01,East,Zeta Device,Devices,6,106.66,639.96,0
2023-05-29,NO-S03,North,Nu Component,Components,1,25.24,25.24,0
2023-08-26,CE-S03,Central,Upsilon Bundle,Bundles,1,357.48,357.48,0
2022-08-12,SO-S03,South,Gamma Widget,Widgets,2,51.15,102.3,0
2022-02-23,SO-S03,South,Nu Component,Components,3,18.33,54.99,0
2022-02-27,SO-S02,South,Rho Part,Parts,1,9.46,9.46,0
2023-02-07,NO-S02,North,Delta Gadget,Gadgets,4,77.55,310.2,0
2021-07-05,WE-S02,West,Xi Module,Modules,4,218.33,873.32,0
2021-08-12,NO-S02,North,Theta Tool,Tools,2,44.65,89.3,0
2022-04-10,CE-S06,Central,Alpha Widget,Widgets,4,48.0,192.0,0
2023-10-31,SO-S01,South,Delta Gadget,Gadgets,2,75.72,151.44,0
2021-07-14,CE-S03,Central,Pi Part,Parts,1,12.83,12.83,0
2022-02-03,CE-S03,Central,Nu Component,Components,1,23.06,23.06,0
2021-09-20,NO-S06,North,Lambda Accessory,Accessories,6,12.73,76.38,0
2022-08-24,NO-S04,North,Tau Kit,Kits,4,189.42,757.68,0
2021-05-02,NO-S01,North,Pi Part,Parts,4,11.39,45.56,0
2023-09-27,EA-S02,East,Epsilon Gadget,Gadgets,5,71.69,358.45,0
2021-04-20,CE-S03,Central,Iota Tool,Tools,4,47.35,189.4,0
2022-06-27,CE-S06,Central,Beta Widget,Widgets,2,58.0,116.0,1
2021-05-10,CE-S03,Central,Beta Widget,Widgets,2,43.6,87.2,0
2022-02-12,WE-S02,West,Rho Part,Parts,1,8.61,8.61,0
2021-02-12,SO-S01,South,Xi Module,Modules,1,130.29,130.29,0
2023-01-26,CE-S05,Central,Iota Tool,Tools,3,39.41,118.23,0
2022-02-04,SO-S05,South,Alpha Widget,Widgets,2,47.25,94.5,0
2022-04-15,EA-S04,East,Theta Tool,Tools,1,39.58,39.58,0
2022-06-11,CE-S01,Central,Tau Kit,Kits,2,287.48,574.96,0
2022-06-21,NO-S04,North,Beta Widget,Widgets,3,35.93,107.79,1
2022-11-09,WE-S02,West,Tau Kit,Kits,5,365.11,1825.55,0
2023-08-25,NO-S02,North,Delta Gadget,Gadgets,4,71.98,287.92,0
2023-03-23,CE-S06,Central,Theta Tool,Tools,1,43.39,43.39,0
2022-07-02,NO-S01,North,Eta Device,Devices,2,133.15,266.3,0
2023-03-21,WE-S05,West,Theta Tool,Tools,2,45.91,91.82,0
2023-10-16,EA-S01,East,Rho Part,Parts,6,12.61,75.66,0
2022-10-19,SO-S05,South,Eta Device,Devices,4,109.88,439.52,1
2023-03-02,WE-S04,West,Nu Component,Components,3,27.59,82.77,0
2022-08-03,EA-S06,East,Upsilon Bundle,Bundles,3,368.59,1105.77,0
2022-07-14,CE-S02,Central,Xi Module,Modules,1,237.79,237.79,0
2021-08-21,SO-S05,South,Omicron Module,Modules,4,186.37,745.48,0
2022-04-06,CE-S04,Central,Epsilon Gadget,Gadgets,4,69.01,276.04,0
2022-07-04,NO-S06,North,Lambda Accessory,Accessories,2,14.06,28.12,0
2021-01-12,NO-S04,North,Mu Component,Components,2,24.54,49.08,0
2021-09-17,SO-S05,South,Theta Tool,Tools,5,39.02,195.1,0
2021-12-18,CE-S06,Central,Upsilon Bundle,Bundles,3,529.37,1588.11,0
2022-01-22,WE-S04,West,Sigma Kit,Kits,2,267.27,534.54,0
2022-09-19,EA-S01,East,Kappa Accessory,Accessories,2,13.07,26.14,0
2022-02-13,NO-S05,North,Xi Module,Modules,3,133.91,401.73,0
2023-04-20,NO-S05,North,Eta Device,Devices,2,125.08,250.16,0
2021-04-23,WE-S02,West,Pi Part,Parts,4,10.7,42.8,0
2021-04-21,SO-S04,South,Iota Tool,Tools,1,41.05,41.05,0
2022-01-06,SO-S01,South,Nu Component,Components,3,25.78,77.34,0
2022-09-17,CE-S05,Central,Xi Module,Modules,6,192.12,1152.72,0
2023-01-08,WE-S01,West,Delta Gadget,Gadgets,2,77.87,155.74,0
2023-07-01,NO-S05,North,Zeta Device,Devices,3,132.4,397.2,0
2021-04-16,NO-S02,North,Xi Module,Modules,1,199.11,199.11,0
2021-03-12,SO-S01,South,Nu Component,Components,3,19.2,57.6,0
2022-10-27,EA-S03,East,Xi Module,Modules,4,186.9,747.6,0
2023-03-18,NO-S01,North,Epsilon Gadget,Gadgets,1,78.11,78.11,0
2022-01-13,SO-S06,South,Epsilon Gadget,Gadgets,3,88.07,264.21,0
2022-11-20,CE-S02,Central,Xi Module,Modules,1,318.03,318.03,0
2021-01-31,NO-S01,North,Kappa Accessory,Accessories,1,14.59,14.59,0
2023-04-12,EA-S04,East,Lambda Accessory,Accessories,3,17.39,52.17,0
2023-06-14,EA-S02,East,Omicron Module,Modules,1,245.27,245.27,0
2021-07-09,WE-S06,West,Rho Part,Parts,2,15.24,30.48,0
2021-02-03,CE-S05,Central,Kappa Accessory,Accessories,6,13.69,82.14,0
2023-09-15,NO-S01,North,Gamma Widget,Widgets,7,52.24,365.68,1
2022-05-08,NO-S02,North,Xi Module,Modules,2,168.76,337.52,0
2022-09-01,WE-S03,West,Delta Gadget,Gadgets,2,71.2,142.4,0
2021-12-18,SO-S01,South,Sigma Kit,Kits,5,374.8,1874.0,0
2023-09-04,SO-S06,South,Zeta Device,Devices,7,148.59,1040.13,0
2022-10-13,WE-S01,West,Omicron Module,Modules,2,189.8,379.6,0
2021-08-31,CE-S02,Central,Upsilon Bundle,Bundles,1,433.12,433.12,0
2022-05-13,NO-S04,North,Lambda Accessory,Accessories,3,13.09,39.27,0
2021-07-31,SO-S06,South,Rho Part,Parts,2,11.18,22.36,0
2022-04-02,CE-S01,Central,Mu Component,Components,2,27.4,54.8,0
2022-12-12,SO-S02,South,Upsilon Bundle,Bundles,5,519.35,2596.75,0
2021-10-21,WE-S01,West,Gamma Widget,Widgets,4,53.91,215.64,0
2023-11-22,NO-S05,North,Iota Tool,Tools,3,58.11,174.33,0
2023-04-04,CE-S05,Central,Zeta Device,Devices,1,111.59,111.59,0
2021-09-01,EA-S01,East,Omicron Module,Modules,4,186.85,747.4,0
2022-01-15,EA-S06,East,Xi Module,Modules,5,205.81,1029.05,0
2023-04-07,EA-S01,East,Rho Part,Parts,1,12.99,12.99,0
2023-04-20,WE-S03,West,Zeta Device,Devices,5,128.67,643.35,0
2023-02-15,CE-S06,Central,Gamma Widget,Widgets,2,41.12,82.24,0
2023-03-08,WE-S03,West,Iota Tool,Tools,4,45.12,180.48,0
2023-12-07,WE-S04,West,Mu Component,Components,5,33.72,168.6,0
2021-08-09,WE-S01,West,Eta Device,Devices,1,120.42,120.42,0
2021-05-06,WE-S01,West,Eta Device,Devices,2,87.32,174.64,0
2022-02-16,CE-S06,Central,Zeta Device,Devices,2,91.69,183.38,0
2023-05-29,NO-S01,North,Delta Gadget,Gadgets,6,80.22,481.32,0
2021-11-09,NO-S03,North,Zeta Device,Devices,2,129.6,259.2,0
2023-12-20,NO-S02,North,Theta Tool,Tools,3,53.21,159.63,0
2021-01-11,EA-S05,East,Eta Device,Devices,1,119.09,119.09,0
2023-12-22,NO-S03,North,Sigma Kit,Kits,3,308.16,924.48,0
2023-12-06,NO-S01,North,Xi Module,Modules,1,297.82,297.82,0
2023-03-29,CE-S02,Central,Alpha Widget,Widgets,3,47.86,143.58,0
2021-11-24,NO-S01,North,Eta Device,Devices,1,172.3,172.3,0
2021-07-01,CE-S06,Central,Rho Part,Parts,3,16.26,48.78,0
2023-04-16,SO-S01,South,Rho Part,Parts,4,10.25,41.0,0
2023-07-31,NO-S02,North,Eta Device,Devices,4,133.03,532.12,0
2023-07-18,EA-S02,East,Alpha Widget,Widgets,2,54.15,108.3,0
2021-12-03,CE-S02,Central,Tau Kit,Kits,1,323.73,323.73,0
2021-03-22,SO-S04,South,Iota Tool,Tools,2,40.69,81.38,0
2021-10-28,EA-S01,East,Tau Kit,Kits,1,262.05,262.05,0
2021-04-20,CE-S04,Central,Theta Tool,Tools,1,35.81,35.81,0
2023-04-08,WE-S01,West,Theta Tool,Tools,2,34.95,69.9,0
2022-09-01,NO-S01,North,Alpha Widget,Widgets,4,46.01,184.04,0
2023-01-16,SO-S04,South,Nu Component,Components,2,23.47,46.94,0
2022-07-23,WE-S06,West,Alpha Widget,Widgets,4,57.06,228.24,0
2021-11-22,SO-S03,South,Beta Widget,Widgets,6,77.73,466.38,0
2022-07-08,SO-S01,South,Omicron Module,Modules,6,184.82,1108.92,0
2022-02-05,SO-S02,South,Iota Tool,Tools,2,28.73,57.46,0
2021-03-09,CE-S01,Central,Theta Tool,Tools,-5,32.84,-164.2,0
2021-08-03,WE-S05,West,Rho Part,Parts,4,11.29,45.16,0
2023-12-14,CE-S06,Central,Sigma Kit,Kits,1,354.46,354.46,0
2023-12-26,NO-S06,North,Tau Kit,Kits,4,320.41,1281.64,0
2021-08-04,SO-S02,South,Rho Part,Parts,1,14.41,14.41,0
2021-06-16,NO-S02,North,Omicron Module,Modules,3,198.39,595.17,0
2022-09-05,EA-S03,East,Iota Tool,Tools,3,36.81,110.43,0
2023-05-21,WE-S03,West,Mu Component,Components,1,19.69,19.69,0
2021-07-31,NO-S05,North,Alpha Widget,Widgets,3,53.89,161.67,0
2023-05-16,WE-S02,West,Sigma Kit,Kits,1,298.23,298.23,0
2021-08-28,NO-S05,North,Eta Device,Devices,4,129.42,517.68,0
2023-09-27,CE-S05,Central,Delta Gadget,Gadgets,1,91.88,91.88,0
2023-02-02,SO-S06,South,Omicron Module,Modules,6,186.95,1121.7,0
2022-12-02,SO-S03,South,Lambda Accessory,Accessories,4,20.59,82.36,0
2023-12-07,EA-S04,East,Upsilon Bundle,Bundles,2,586.74,1173.48,0
2023-07-19,CE-S03,Central,Lambda Accessory,Accessories,3,14.78,44.34,0
2022-07-19,NO-S01,North,Omicron Module,Modules,1,231.8,231.8,0
2021-10-12,NO-S03,North,Nu Component,Components,4,24.43,97.72,0
2021-06-09,SO-S06,South,Alpha Widget,Widgets,6,49.02,294.12,0
2023-02-18,NO-S05,North,Tau Kit,Kits,3,165.02,495.06,0
2021-04-16,WE-S04,West,Kappa Accessory,Accessories,2,14.63,29.26,1
2022-10-18,EA-S04,East,Zeta Device,Devices,2,135.81,271.62,0
2023-09-21,NO-S01,North,Zeta Device,Devices,2,118.49,236.98,0
2022-10-08,CE-S06,Central,Delta Gadget,Gadgets,4,76.25,305.0,0
2021-03-12,CE-S06,Central,Nu Component,Components,1,28.46,28.46,0
2022-01-14,EA-S03,East,Theta Tool,Tools,3,44.47,133.41,0
2021-01-06,NO-S02,North,Delta Gadget,Gadgets,2,79.77,159.54,1
2021-06-14,EA-S05,East,Delta Gadget,Gadgets,6,101.94,611.64,0
2023-10-15,WE-S06,West,Theta Tool,Tools,2,45.13,90.26,0
2021-11-04,EA-S01,East,Kappa Accessory,Accessories,5,22.74,113.7,1
2023-12-06,EA-S02,East,Sigma Kit,Kits,3,290.43,871.29,0
2023-07-11,NO-S03,North,Alpha Widget,Widgets,3,66.17,198.51,0
2021-11-17,WE-S01,West,Epsilon Gadget,Gadgets,4,108.06,432.24,0
2021-02-01,WE-S01,West,Pi Part,Parts,4,8.19,32.76,0
2023-04-23,EA-S05,East,Pi Part,Parts,5,11.63,58.15,0
2021-11-28,NO-S06,North,Tau Kit,Kits,4,402.06,1608.24,0
2023-02-16,EA-S04,East,Gamma Widget,Widgets,3,43.51,130.53,0
2023-10-17,NO-S03,North,Theta Tool,Tools,2,38.5,77.0,0
2022-05-31,CE-S02,Central,Gamma Widget,Widgets,2,40.04,80.08,0
2022-02-01,WE-S06,West,Beta Widget,Widgets,2,41.6,83.2,0
2023-12-21,WE-S05,West,Sigma Kit,Kits,3,360.84,1082.52,0
2023-04-24,NO-S02,North,Kappa Accessory,Accessories,2,15.07,30.14,0
2022-01-02,SO-S05,South,Nu Component,Components,2,22.54,45.08,0
2022-04-07,SO-S06,South,Lambda Accessory,Accessories,4,18.78,,1
2023-04-14,SO-S04,South,Sigma Kit,Kits,2,240.35,480.7,0
2021-03-14,NO-S02,North,Eta Device,Devices,2,117.88,235.76,0
2021-12-09,NO-S02,North,Beta Widget,Widgets,1,81.6,81.6,0
2022-04-10,WE-S01,West,Alpha Widget,Widgets,1,47.71,47.71,0
2023-08-06,WE-S05,West,Iota Tool,Tools,3,31.72,95.16,0
2023-03-20,CE-S06,Central,Delta Gadget,Gadgets,5,76.26,381.3,0
2022-12-04,SO-S05,South,Beta Widget,Widgets,2,61.08,122.16,0
2023-05-15,CE-S06,Central,Iota Tool,Tools,1,45.46,45.46,0
2022-01-04,SO-S01,South,Omicron Module,Modules,2,154.6,309.2,0
2021-06-22,WE-S05,West,Xi Module,Modules,4,216.14,864.56,0
2021-01-05,EA-S04,East,Eta Device,Devices,2,117.76,235.52,0
2022-04-16,CE-S06,Central,Epsilon Gadget,Gadgets,1,77.83,77.83,0
2023-07-07,CE-S01,Central,Sigma Kit,Kits,1,322.93,322.93,0
2022-03-03,NO-S04,North,Alpha Widget,Widgets,1,49.75,49.75,0
2021-01-19,NO-S04,North,Sigma Kit,Kits,5,310.03,1550.15,0
2021-04-26,SO-S01,South,Kappa Accessory,Accessories,2,15.8,,0
2021-12-13,CE-S03,Central,Kappa Accessory,Accessories,3,18.36,55.08,0
2022-03-19,WE-S03,West,Nu Component,Components,1,27.71,27.71,0
2022-05-29,SO-S06,South,Delta Gadget,Gadgets,6,64.44,386.64,0
2022-01-23,SO-S05,South,Rho Part,Parts,5,12.12,60.6,1
2022-01-24,EA-S05,East,Beta Widget,Widgets,5,50.11,250.55,0
2022-02-25,SO-S01,South,Gamma Widget,Widgets,3,37.69,113.07,0
2021-05-02,EA-S03,East,Sigma Kit,Kits,3,246.72,740.16,0
2023-10-27,EA-S06,East,Lambda Accessory,Accessories,4,13.61,54.44,0
2023-07-24,CE-S04,Central,Iota Tool,Tools,6,49.61,297.66,0
2022-02-26,SO-S01,South,Mu Component,Components,5,16.23,81.15,0
2021-08-10,WE-S05,West,Nu Component,Components,2,24.38,48.76,0
2023-04-07,WE-S01,West,Xi Module,Modules,3,231.75,695.25,0
2022-08-09,WE-S03,West,Kappa Accessory,Accessories,6,13.55,81.3,0
2023-08-17,SO-S03,South,Delta Gadget,Gadgets,1,79.93,79.93,0
2021-03-20,EA-S05,East,Alpha Widget,Widgets,3,43.46,130.38,0
2021-02-18,CE-S06,Central,Lambda Accessory,Accessories,6,11.75,70.5,0
2022-08-16,SO-S03,South,Tau Kit,Kits,3,211.44,634.32,0
2022-08-06,WE-S01,West,Mu Component,Components,2,24.43,48.86,0
2021-09-12,EA-S06,East,Zeta Device,Devices,3,112.79,338.37,0
2022-09-29,SO-S05,South,Epsilon Gadget,Gadgets,2,88.25,176.5,0
2023-05-16,NO-S03,North,Kappa Accessory,Accessories,1,17.08,17.08,0
2023-04-18,WE-S05,West,Rho Part,Parts,2,10.88,21.76,0
2022-12-05,WE-S04,West,Pi Part,Parts,1,17.43,17.43,0
2022-09-26,NO-S04,North,Beta Widget,Widgets,3,47.28,141.84,0
2022-04-21,EA-S04,East,Alpha Widget,Widgets,1,57.65,57.65,0
2021-02-11,NO-S04,North,Eta Device,Devices,2,110.84,221.68,0
2023-02-11,NO-S05,North,Mu Component,Components,6,19.93,119.58,0
2023-11-07,CE-S05,Central,Beta Widget,Widgets,2,76.98,153.96,0
2021-06-24,SO-S04,South,Iota Tool,Tools,3,41.13,123.39,0
2021-05-23,EA-S06,East,Nu Component,Components,7,28.0,196.0,0
2021-07-03,WE-S04,West,Beta Widget,Widgets,2,53.56,107.12,0
2023-10-06,WE-S02,West,Rho Part,Parts,3,11.09,33.27,0
2023-07-06,SO-S06,South,Lambda Accessory,Accessories,3,15.36,46.08,0
2023-04-25,CE-S01,Central,Kappa Accessory,Accessories,2,14.06,28.12,0
2023-11-06,SO-S03,South,Alpha Widget,Widgets,6,72.7,436.2,0
2022-05-17,EA-S06,East,Eta Device,Devices,1,100.16,100.16,0
2022-05-05,WE-S05,West,Mu Component,Components,5,25.83,129.15,0
2022-08-28,EA-S06,East,Delta Gadget,Gadgets,5,78.46,392.3,0
2021-04-02,CE-S01,Central,Gamma Widget,Widgets,2,57.73,115.46,0
2021-02-26,EA-S01,East,Delta Gadget,Gadgets,4,71.38,285.52,0
